"UAAXK0000","UAAXK0000_ORG","UAA","res","x","y"
1310,590,1310,5000,4560,2760
1260,580,1260,5000,4565,2760
840,330,840,5000,4660,2760
290,170,290,5000,4665,2760
2120,870,2120,5000,4800,2760
2570,1380,2570,5000,4805,2760
1870,1040,1870,5000,4550,2755
1420,640,1420,5000,4555,2755
750,460,750,5000,4560,2755
830,480,830,5000,4565,2755
750,230,750,5000,4570,2755
760,170,770,5000,4575,2755
1200,610,1200,5000,4550,2750
1760,770,1760,5000,4555,2750
1340,930,1340,5000,4560,2750
1440,700,1440,5000,4565,2750
740,170,740,5000,4570,2750
750,320,750,5000,4575,2750
760,520,760,5000,4560,2745
460,380,460,5000,4565,2745
410,300,410,5000,4560,2740
340,300,340,5000,4565,2740
750,270,750,5000,4550,2735
1460,1020,1460,5000,4555,2735
610,540,610,5000,4560,2735
180,140,180,5000,4565,2735
NA,NA,NA,5000,4575,2735
510,160,510,5000,4550,2730
1260,920,1260,5000,4555,2730
1090,750,1100,5000,4560,2730
1350,1210,1350,5000,4490,2725
1200,640,1200,5000,4495,2725
NA,NA,NA,5000,4550,2725
1730,1210,1730,5000,4555,2725
890,680,890,5000,4570,2725
380,300,380,5000,4575,2725
NA,NA,NA,5000,4770,2725
1050,440,1050,5000,4775,2725
NA,NA,NA,5000,4495,2720
190,160,190,5000,4555,2720
1810,1440,1810,5000,4570,2720
1660,1160,1660,5000,4575,2720
980,170,980,5000,4770,2720
970,250,980,5000,4775,2720
660,0,660,5000,4210,2715
1480,0,1480,5000,4215,2715
1080,300,1080,5000,4480,2715
310,150,310,5000,4485,2715
1180,520,1180,5000,4500,2715
1110,340,1110,5000,4505,2715
1430,0,1430,5000,4210,2710
860,120,860,5000,4215,2710
660,260,660,5000,4300,2710
940,180,940,5000,4305,2710
1470,570,1470,5000,4310,2710
1560,400,1560,5000,4315,2710
1530,580,1530,5000,4480,2710
1920,1210,1920,5000,4485,2710
1860,320,1860,5000,4500,2710
1800,850,1800,5000,4505,2710
1490,1170,1490,5000,4560,2710
600,510,600,5000,4565,2710
2210,740,2210,5000,4480,2705
1470,930,1470,5000,4485,2705
1840,460,1840,5000,4490,2705
1960,570,1960,5000,4495,2705
880,610,880,5000,4570,2705
470,360,470,5000,4575,2705
290,170,290,5000,4580,2705
600,340,600,5000,4585,2705
1240,580,1250,5000,4600,2705
1390,330,1390,5000,4605,2705
NA,NA,NA,5000,4630,2705
1540,400,1540,5000,4480,2700
2170,1340,2170,5000,4485,2700
NA,NA,NA,5000,4490,2700
900,280,900,5000,4495,2700
200,120,200,5000,4570,2700
2410,560,2410,5000,4575,2700
2160,300,2160,5000,4580,2700
700,510,700,5000,4585,2700
300,220,300,5000,4600,2700
1310,640,1310,5000,4140,2695
890,0,890,5000,4145,2695
NA,NA,NA,5000,4625,2695
1810,320,1810,5000,4140,2690
800,0,800,5000,4145,2690
380,0,380,5000,4435,2690
1290,0,1290,5000,4100,2685
1280,410,1280,5000,4140,2685
660,130,660,5000,4145,2685
1590,980,1590,5000,4520,2685
630,330,630,5000,4525,2685
NA,NA,NA,5000,4570,2685
NA,NA,NA,5000,4630,2685
1150,800,1150,5000,4635,2685
1480,1300,1480,5000,4100,2680
470,0,470,5000,4105,2680
1480,0,1480,5000,4140,2680
1300,0,1300,5000,4145,2680
1430,790,1430,5000,4620,2680
1230,540,1230,5000,4625,2680
1680,1010,1680,5000,4630,2680
1160,440,1160,5000,4635,2680
990,0,990,5000,4240,2675
2800,920,2800,5000,4245,2675
720,0,720,5000,4255,2675
1020,790,1020,5000,4270,2675
2260,810,2260,5000,4275,2675
150,0,150,5000,4470,2675
2270,1570,2280,5000,4600,2675
2670,1990,2670,5000,4605,2675
400,270,400,5000,4630,2675
520,240,520,5000,4635,2675
560,220,560,5000,4640,2675
630,340,630,5000,4645,2675
1210,500,1210,5000,4650,2675
860,450,860,5000,4655,2675
850,110,850,5000,4750,2675
1020,260,1020,5000,4755,2675
930,180,930,5000,4760,2675
1010,200,1010,5000,4765,2675
680,0,680,5000,4240,2670
1630,0,1630,5000,4245,2670
1130,370,1130,5000,4255,2670
1190,450,1190,5000,4275,2670
2140,1480,2140,5000,4600,2670
660,570,660,5000,4605,2670
700,340,700,5000,4630,2670
420,210,420,5000,4635,2670
530,430,530,5000,4640,2670
840,530,840,5000,4645,2670
910,660,910,5000,4650,2670
1540,1060,1540,5000,4655,2670
920,160,920,5000,4750,2670
1040,200,1040,5000,4755,2670
950,80,950,5000,4760,2670
950,170,950,5000,4765,2670
900,0,900,5000,4220,2665
1020,140,1020,5000,4225,2665
210,0,210,5000,4230,2665
480,0,480,5000,4235,2665
220,0,220,5000,4260,2665
760,380,760,5000,4265,2665
220,0,220,5000,4270,2665
780,480,780,5000,4655,2665
930,120,930,5000,4750,2665
1050,70,1060,5000,4755,2665
1080,130,1080,5000,4770,2665
1210,100,1210,5000,4775,2665
780,0,780,5000,4220,2660
230,0,230,5000,4225,2660
660,240,660,5000,4230,2660
530,0,530,5000,4270,2660
460,0,460,5000,4275,2660
860,660,860,5000,4650,2660
490,250,490,5000,4655,2660
930,210,930,5000,4750,2660
950,40,950,5000,4755,2660
520,110,520,5000,4770,2660
1090,100,1090,5000,4775,2660
1350,1260,1350,5000,4150,2655
480,0,480,5000,4155,2655
1280,540,1280,5000,4180,2655
1000,190,1000,5000,4150,2650
1390,360,1390,5000,4155,2650
220,0,220,5000,4185,2650
1360,230,1360,5000,4185,2645
860,160,860,5000,4190,2645
930,330,930,5000,4195,2645
710,250,710,5000,4180,2640
1610,630,1610,5000,4185,2640
430,270,430,5000,4190,2640
980,370,980,5000,4195,2640
200,0,200,5000,4150,2635
2790,640,2790,5000,4155,2635
920,620,920,5000,4180,2635
460,0,460,5000,4265,2635
2640,0,2640,5000,4405,2635
750,240,750,5000,4670,2635
700,340,700,5000,4675,2635
310,260,310,5000,4180,2630
310,310,310,5000,4260,2630
280,0,280,5000,4265,2630
270,0,270,5000,4400,2630
180,0,180,5000,4405,2630
1100,250,1110,5000,4670,2630
1160,430,1160,5000,4675,2630
2710,530,2710,5000,4100,2625
1220,0,1220,5000,4105,2625
960,0,960,5000,4110,2625
1620,190,1620,5000,4115,2625
350,160,350,5000,4530,2625
NA,NA,NA,5000,4535,2625
NA,NA,NA,5000,4550,2625
NA,NA,NA,5000,4555,2625
570,0,570,5000,4100,2620
340,0,340,5000,4110,2620
900,0,900,5000,4140,2620
550,150,550,5000,4530,2620
640,250,640,5000,4535,2620
1400,630,1400,5000,4550,2620
690,410,690,5000,4555,2620
510,0,510,5000,4125,2615
490,0,490,5000,4140,2615
1290,290,1290,5000,4145,2615
690,560,690,5000,4265,2615
240,240,240,5000,4270,2615
520,520,520,5000,4290,2615
620,550,620,5000,4295,2615
400,110,400,5000,4730,2615
560,270,560,5000,4735,2615
300,0,300,5000,4110,2610
750,300,750,5000,4140,2610
1890,1690,1890,5000,4275,2610
420,420,420,5000,4300,2610
160,160,160,5000,4315,2610
NA,NA,NA,5000,4730,2610
1610,0,1610,5000,4135,2605
2010,680,2010,5000,4140,2605
400,400,400,5000,4275,2605
1150,180,1150,5000,4410,2605
1370,70,1370,5000,4415,2605
820,0,820,5000,4100,2600
260,0,260,5000,4105,2600
650,100,650,5000,4410,2600
1250,290,1250,5000,4415,2600
960,130,970,5000,4415,2595
710,0,720,5000,5270,2595
70,0,80,5000,5275,2595
970,0,980,5000,1160,2590
780,0,790,5000,1165,2590
NA,NA,NA,5000,4410,2590
1710,250,1720,5000,4415,2590
220,0,220,5000,5270,2590
210,0,210,5000,5275,2590
370,0,370,5000,1160,2585
950,0,960,5000,1165,2585
1320,30,1320,5000,4400,2585
1140,100,1140,5000,4405,2585
120,0,120,5000,5260,2585
NA,NA,NA,5000,5275,2585
320,0,320,5000,1165,2580
1670,150,1670,5000,4400,2580
880,70,880,5000,4405,2580
260,0,260,5000,5260,2580
170,0,170,5000,5265,2580
2010,320,2010,5000,4400,2575
470,80,470,5000,4405,2575
800,120,800,5000,4410,2575
1060,150,1060,5000,4415,2575
2420,80,2420,5000,4400,2570
50,0,50,5000,4405,2570
1040,50,1040,5000,4410,2570
570,80,570,5000,4415,2570
1080,50,1080,5000,4490,2535
1430,440,1430,5000,4495,2535
680,40,680,5000,4490,2530
1650,200,1650,5000,4495,2530
230,0,240,5000,1220,2520
1250,230,1250,5000,4490,2515
930,70,930,5000,4495,2515
1500,160,1510,5000,4490,2510
1080,60,1080,5000,4495,2510
1160,130,1160,5000,4250,2485
6310,580,6310,5000,4255,2485
2740,210,2750,5000,4400,2485
1000,130,1000,5000,4405,2485
1670,100,1680,5000,4470,2485
1220,50,1230,5000,4475,2485
4200,200,4200,5000,4900,2485
1300,190,1300,5000,4905,2485
1520,90,1530,5000,4250,2480
14910,1760,14920,5000,4255,2480
1440,150,1440,5000,4400,2480
1280,150,1280,5000,4405,2480
1310,60,1310,5000,4470,2480
920,60,920,5000,4475,2480
1450,350,1450,5000,4900,2480
1840,300,1840,5000,4905,2480
580,200,580,5000,3510,2475
1980,370,1980,5000,3515,2475
1830,260,1830,5000,3520,2475
1480,260,1480,5000,3525,2475
1970,390,1970,5000,4410,2475
2320,170,2320,5000,4415,2475
NA,NA,NA,5000,4595,2475
100,0,100,5000,5220,2475
560,0,570,5000,5225,2475
3230,0,3240,5000,5230,2475
770,0,770,5000,5235,2475
1100,170,1100,5000,3510,2470
2120,330,2120,5000,3515,2470
1970,330,1970,5000,3520,2470
1300,550,1300,5000,3525,2470
1870,220,1870,5000,4410,2470
2490,270,2500,5000,4415,2470
470,0,480,5000,5235,2470
1890,220,1890,5000,3510,2465
1660,360,1660,5000,3515,2465
1040,110,1040,5000,3530,2465
1060,160,1060,5000,3535,2465
860,260,860,5000,3510,2460
1760,140,1760,5000,3515,2460
1410,260,1410,5000,3530,2460
1320,250,1320,5000,3535,2460
650,210,650,5000,3910,2455
1080,160,1080,5000,3915,2455
420,150,420,5000,3910,2450
1850,730,1850,5000,3915,2450
1310,370,1310,5000,4250,2435
1280,400,1280,5000,4255,2435
NA,NA,NA,5000,5800,2435
2000,350,2000,5000,4250,2430
1720,250,1720,5000,4255,2430
950,80,960,5000,4170,2405
1900,340,1900,5000,4175,2405
1150,70,1160,5000,4180,2405
1300,90,1300,5000,4185,2405
1190,110,1190,5000,4170,2400
1620,110,1630,5000,4175,2400
1650,80,1650,5000,4180,2400
1310,90,1310,5000,4185,2400
4320,410,4320,5000,4120,2395
2450,170,2450,5000,4125,2395
1560,420,1560,5000,4340,2395
1680,250,1680,5000,4345,2395
1400,570,1400,5000,4360,2395
1250,320,1260,5000,4365,2395
2460,330,2460,5000,4120,2390
2270,360,2270,5000,4125,2390
1080,320,1080,5000,4340,2390
1260,760,1260,5000,4345,2390
1960,430,1960,5000,4360,2390
1050,290,1050,5000,4365,2390
1540,590,1540,5000,4340,2385
1610,630,1620,5000,4345,2385
170,0,170,5000,1275,2380
760,350,770,5000,4340,2380
970,640,970,5000,4345,2380
500,0,500,5000,1270,2375
990,0,990,5000,1275,2375
160,0,160,5000,1270,2370
1130,0,1130,5000,1275,2370
1400,0,1400,5000,1275,2365
430,0,430,5000,1275,2360
NA,NA,NA,5000,4200,2355
10,0,10,5000,4250,2355
110,0,120,5000,4255,2355
700,0,700,5000,1320,2350
310,0,310,5000,1325,2350
20,0,20,5000,4510,2350
1440,280,1440,5000,3900,2345
900,700,900,5000,3905,2345
3070,880,3080,5000,4480,2345
940,50,940,5000,4485,2345
1270,100,1270,5000,4490,2345
1030,140,1030,5000,4495,2345
680,270,680,5000,3900,2340
3300,700,3300,5000,3905,2340
1590,430,1590,5000,4480,2340
3250,150,3260,5000,4485,2340
1810,200,1810,5000,4490,2340
1720,240,1720,5000,4495,2340
2610,890,2610,5000,3540,2335
2080,770,2080,5000,3545,2335
1990,800,1990,5000,3540,2330
1450,870,1450,5000,3545,2330
580,350,580,5000,4460,2325
1460,1100,1460,5000,4465,2325
1070,890,1070,5000,4460,2320
NA,NA,NA,5000,4465,2320
1440,470,1440,5000,3920,2315
370,140,370,5000,3925,2315
1070,290,1070,5000,4550,2315
1180,490,1180,5000,4555,2315
1680,250,1680,5000,3920,2310
NA,NA,NA,5000,3925,2310
1680,120,1680,5000,4550,2310
1290,380,1290,5000,4555,2310
1560,290,1570,5000,3870,2305
1180,170,1180,5000,3875,2305
4130,980,4140,5000,3870,2300
1830,1080,1830,5000,3875,2300
3060,720,3060,5000,3880,2295
7710,2430,7710,5000,3885,2295
15830,3500,15840,5000,4420,2295
1100,370,1100,5000,4425,2295
NA,NA,NA,5000,3880,2290
NA,NA,NA,5000,3885,2290
1080,160,1090,5000,4420,2290
990,170,1000,5000,4425,2290
NA,NA,NA,5000,3885,2285
700,280,700,5000,4520,2285
1680,870,1680,5000,4525,2285
1510,190,1510,5000,4560,2285
2050,200,2060,5000,4565,2285
NA,NA,NA,5000,4520,2280
90,0,100,5000,4525,2280
1510,270,1510,5000,4560,2280
2290,300,2290,5000,4565,2280
5380,2020,5380,5000,3865,2275
NA,NA,NA,5000,5800,2275
1980,270,1980,5000,4570,2265
2070,330,2070,5000,4575,2265
980,260,980,5000,4570,2260
1480,360,1490,5000,4575,2260
400,0,400,5000,4920,2260
950,190,950,5000,4570,2255
1890,860,1890,5000,4575,2255
NA,NA,NA,5000,4570,2250
1310,490,1310,5000,4575,2250
1410,420,1420,5000,4560,2245
650,180,650,5000,4565,2245
1510,730,1510,5000,4580,2245
1280,340,1280,5000,4585,2245
1160,490,1160,5000,4560,2240
2540,890,2540,5000,4565,2240
1620,370,1620,5000,4580,2240
2200,520,2200,5000,4585,2240
1650,340,1650,5000,4580,2235
2660,1080,2660,5000,4585,2235
820,320,820,5000,4590,2235
2050,560,2050,5000,4595,2235
1190,650,1190,5000,4580,2230
960,200,960,5000,4585,2230
1430,330,1430,5000,4590,2230
2160,660,2170,5000,4595,2230
NA,NA,NA,5000,3975,2225
1190,500,1190,5000,4510,2225
7260,770,7270,5000,4515,2225
2270,940,2280,5000,4590,2225
1210,270,1210,5000,4595,2225
1830,130,1840,5000,4510,2220
2310,180,2310,5000,4515,2220
1360,520,1360,5000,4590,2220
1270,910,1270,5000,4595,2220
1340,540,1340,5000,4620,2215
2150,360,2160,5000,4625,2215
1140,580,1150,5000,4620,2210
1780,1220,1790,5000,4625,2210
990,190,1000,5000,4620,2205
1480,990,1490,5000,4625,2205
710,100,710,5000,4640,2205
1620,160,1620,5000,5670,2205
2060,140,2060,5000,5675,2205
1590,990,1600,5000,4620,2200
900,160,900,5000,4625,2200
960,300,960,5000,4640,2200
2340,280,2340,5000,5670,2200
1690,100,1690,5000,5675,2200
NA,NA,NA,5000,3645,2195
1470,120,1470,5000,4640,2195
70,0,70,5000,5000,2195
1620,350,1630,5000,4640,2190
1370,270,1370,5000,4645,2190
60,0,60,5000,5010,2190
1250,230,1260,5000,2900,2185
1330,430,1340,5000,2905,2185
710,240,710,5000,2900,2180
790,220,800,5000,2905,2180
1670,170,1670,5000,4650,2180
1470,220,1480,5000,4660,2165
NA,NA,NA,5000,3760,2160
NA,NA,NA,5000,4280,2160
3780,640,3780,5000,4470,2160
3950,480,3950,5000,4475,2160
980,90,990,5000,4660,2160
5460,770,5470,5000,4665,2160
1690,120,1700,5000,4650,2155
1300,210,1300,5000,4655,2155
1090,190,1090,5000,5680,2155
1570,350,1580,5000,4650,2150
1680,410,1690,5000,4655,2150
1120,320,1120,5000,5680,2150
1580,90,1590,5000,4660,2145
1920,200,1930,5000,4665,2145
1700,310,1720,5000,4670,2145
2310,380,2320,5000,4675,2145
30,0,30,5000,5640,2145
150,50,150,5000,5645,2145
1010,160,1020,5000,4660,2140
1260,110,1270,5000,4665,2140
1960,460,1970,5000,4670,2140
1730,320,1740,5000,4675,2140
650,270,660,5000,4540,2135
1780,40,1790,5000,4680,2135
1600,50,1610,5000,4685,2135
1160,320,1160,5000,4540,2130
410,110,410,5000,4545,2130
1840,60,1850,5000,4680,2130
1630,60,1640,5000,4685,2130
650,120,650,5000,4550,2125
1030,600,1040,5000,4555,2125
NA,NA,NA,5000,4775,2125
680,230,680,5000,4550,2120
1830,420,1830,5000,4555,2120
120,0,120,5000,5390,2110
430,0,430,5000,5395,2110
2890,690,2890,5000,4520,2095
6920,2190,6930,5000,4525,2095
5670,1060,5670,5000,4520,2090
53510,16080,53530,5000,4525,2090
NA,NA,NA,5000,4830,2090
2390,480,2400,5000,4530,2085
1510,160,1520,5000,4535,2085
910,0,910,5000,4530,2080
1180,610,1180,5000,4535,2080
70,0,70,5000,5340,2080
340,0,340,5000,5345,2080
800,250,800,5000,3620,2075
920,410,920,5000,3625,2075
920,550,920,5000,3630,2075
850,360,850,5000,3635,2075
1470,380,1470,5000,4505,2075
720,430,730,5000,4620,2075
810,560,820,5000,4625,2075
NA,NA,NA,5000,4730,2075
5600,650,5600,5000,4735,2075
2110,1300,2110,5000,3620,2070
1580,870,1580,5000,3625,2070
1250,700,1250,5000,3630,2070
610,430,610,5000,3635,2070
40,0,40,5000,4505,2070
350,90,360,5000,4620,2070
250,120,260,5000,4625,2070
NA,NA,NA,5000,4730,2070
1390,590,1390,5000,3620,2065
1560,420,1560,5000,3625,2065
NA,NA,NA,5000,4750,2065
1060,380,1060,5000,3620,2060
630,210,630,5000,3625,2060
980,130,990,5000,4550,2055
2920,330,2920,5000,4555,2055
1610,390,1620,5000,4550,2050
1640,120,1640,5000,4555,2050
NA,NA,NA,5000,4850,2045
NA,NA,NA,5000,4850,2040
1160,90,1160,5000,4855,2040
130,0,130,5000,3560,2035
2160,240,2170,5000,4880,2030
520,150,520,5000,4885,2030
1470,100,1470,5000,4710,2025
850,100,860,5000,4715,2025
1380,180,1390,5000,4730,2025
2050,670,2060,5000,4735,2025
7330,2300,7340,5000,4880,2025
60,0,60,5000,4910,2025
1520,100,1530,5000,4710,2020
1870,230,1870,5000,4715,2020
1770,280,1770,5000,4730,2020
1040,170,1040,5000,4735,2020
NA,NA,NA,5000,4880,2020
2350,150,2350,5000,4910,2020
2100,50,2100,5000,4915,2020
NA,NA,NA,5000,4920,2020
2040,0,2040,5000,2970,2015
1490,0,1490,5000,2975,2015
2580,580,2590,5000,4720,2015
1120,150,1130,5000,4725,2015
9330,460,9350,5000,4910,2015
NA,NA,NA,5000,4915,2015
1730,0,1730,5000,2970,2010
2120,0,2120,5000,2975,2010
610,110,610,5000,4720,2010
1550,200,1560,5000,4725,2010
3960,490,3960,5000,4820,2010
NA,NA,NA,5000,4910,2010
210,0,210,5000,4915,2010
2970,1150,2970,5000,4830,2005
11500,5990,11500,5000,4835,2005
740,0,740,5000,5630,2005
NA,NA,NA,5000,4280,2000
8870,1390,8880,5000,4825,2000
130,0,130,5000,5630,2000
620,30,620,5000,4720,1995
470,70,470,5000,4725,1995
NA,NA,NA,5000,4830,1995
1140,90,1140,5000,4720,1990
2310,210,2310,5000,4725,1990
2130,820,2130,5000,4825,1990
11020,3060,11030,5000,4830,1990
2260,410,2260,5000,4730,1985
1170,150,1170,5000,4735,1985
310,90,320,5000,4730,1980
NA,NA,NA,5000,4735,1980
90,0,90,5000,4970,1975
NA,NA,NA,5000,4975,1975
NA,NA,NA,5000,4610,1970
NA,NA,NA,5000,4900,1970
1480,320,1480,5000,4905,1970
6670,1520,6670,5000,4975,1970
160,0,160,5000,4850,1965
NA,NA,NA,5000,2635,1960
1750,580,1760,5000,4850,1960
200,0,200,5000,4855,1960
290,0,290,5000,3490,1955
2740,500,2750,5000,4740,1955
890,300,890,5000,4745,1955
1760,90,1760,5000,4760,1955
680,80,680,5000,4765,1955
NA,NA,NA,5000,4850,1955
7200,2280,7200,5000,4935,1955
1690,90,1690,5000,5000,1955
1930,230,1930,5000,5005,1955
2530,410,2530,5000,5010,1955
11160,3150,11170,5000,5015,1955
800,40,800,5000,4740,1950
1270,140,1270,5000,4745,1950
620,80,620,5000,4760,1950
4350,3090,4350,5000,4850,1950
610,340,610,5000,4935,1950
1200,210,1200,5000,5000,1950
2120,460,2130,5000,5005,1950
1300,180,1300,5000,5010,1950
7330,2790,7340,5000,5015,1950
100,0,110,5000,3480,1945
4680,1600,4680,5000,4825,1945
770,450,770,5000,4850,1945
NA,NA,NA,5000,4855,1945
5100,460,5120,5000,5000,1945
2010,220,2010,5000,5005,1945
1400,410,1400,5000,5010,1945
1620,60,1630,5000,5015,1945
NA,NA,NA,5000,5040,1945
NA,NA,NA,5000,4830,1940
7890,2740,7890,5000,4850,1940
NA,NA,NA,5000,4855,1940
20,0,20,5000,5000,1940
1810,170,1820,5000,5005,1940
NA,NA,NA,5000,5010,1940
NA,NA,NA,5000,5015,1940
1230,220,1240,5000,5740,1940
140,0,140,5000,5745,1940
790,420,790,5000,4850,1935
490,40,500,5000,4880,1935
NA,NA,NA,5000,4885,1935
1230,130,1230,5000,5710,1935
2350,1240,2350,5000,4850,1930
NA,NA,NA,5000,4855,1930
4420,670,4420,5000,4880,1930
110,0,110,5000,4885,1930
1130,250,1130,5000,5710,1930
210,0,210,5000,5715,1930
NA,NA,NA,5000,4740,1915
390,90,390,5000,4745,1915
20,0,20,5000,5140,1915
90,0,100,5000,5715,1915
590,120,600,5000,5740,1915
10,0,10,5000,5125,1910
1600,650,1600,5000,3340,1905
1270,400,1270,5000,3345,1905
1550,480,1550,5000,3350,1905
1690,280,1690,5000,3355,1905
10,0,10,5000,5135,1905
1420,270,1420,5000,3340,1900
1350,780,1350,5000,3345,1900
1390,390,1390,5000,3350,1900
1670,170,1670,5000,3355,1900
10,0,10,5000,5135,1900
1970,360,1970,5000,3210,1895
1540,320,1540,5000,3215,1895
2490,790,2490,5000,3300,1895
1060,270,1060,5000,3305,1895
1390,420,1390,5000,3310,1895
1660,310,1660,5000,3315,1895
1530,350,1530,5000,3340,1895
1680,780,1680,5000,3345,1895
2280,520,2280,5000,3210,1890
1560,370,1560,5000,3215,1890
2340,640,2340,5000,3300,1890
2420,740,2420,5000,3305,1890
2260,1100,2260,5000,3310,1890
1500,590,1500,5000,3315,1890
1130,250,1130,5000,3340,1890
1700,490,1700,5000,3345,1890
3210,640,3210,5000,3210,1885
2190,590,2190,5000,3215,1885
2600,890,2600,5000,3310,1885
1930,600,1930,5000,3315,1885
2300,790,2300,5000,4880,1885
2910,740,2910,5000,3210,1880
2260,500,2260,5000,3215,1880
1550,310,1550,5000,3310,1880
2130,330,2130,5000,3315,1880
2020,410,2020,5000,3320,1875
2680,730,2680,5000,3325,1875
5220,1530,5230,5000,4860,1875
1930,630,1940,5000,4865,1875
1340,680,1340,5000,3320,1870
2020,680,2020,5000,3325,1870
1010,190,1010,5000,4845,1870
NA,NA,NA,5000,4860,1870
900,180,900,5000,4865,1870
600,120,600,5000,4860,1865
NA,NA,NA,5000,4865,1865
2890,860,2900,5000,4860,1860
2850,1130,2850,5000,4865,1860
620,310,620,5000,4900,1860
1340,840,1340,5000,4905,1860
700,330,710,5000,4870,1855
1680,820,1690,5000,4875,1855
550,250,550,5000,4900,1855
1360,720,1360,5000,4905,1855
1560,710,1560,5000,4870,1850
380,100,380,5000,4875,1850
620,420,620,5000,4900,1850
1550,460,1550,5000,4910,1845
NA,NA,NA,5000,4835,1835
3580,2210,3580,5000,4930,1835
5020,2970,5020,5000,4935,1835
NA,NA,NA,5000,4930,1830
560,310,560,5000,4935,1830
740,380,740,5000,4905,1825
730,540,730,5000,4910,1825
3440,1980,3440,5000,4930,1825
920,760,930,5000,4935,1825
5710,1560,5720,5000,4900,1820
1990,1070,1990,5000,4905,1820
NA,NA,NA,5000,4930,1820
920,380,920,5000,4935,1820
1720,1240,1720,5000,3020,1805
1600,970,1600,5000,3025,1805
1370,420,1370,5000,4905,1805
7520,4750,7520,5000,4910,1805
2350,920,2350,5000,4915,1805
2470,1690,2470,5000,3020,1800
1860,1480,1860,5000,3025,1800
NA,NA,NA,5000,4905,1800
4290,2150,4290,5000,4910,1800
2170,1340,2170,5000,3320,1795
1130,420,1130,5000,3325,1795
880,300,880,5000,3330,1795
1720,1110,1720,5000,3335,1795
3050,880,3060,5000,4905,1795
2510,1510,2520,5000,4910,1795
30,0,30,5000,5820,1795
1630,490,1630,5000,3320,1790
1160,460,1160,5000,3325,1790
590,350,590,5000,3330,1790
1520,460,1520,5000,3335,1790
1190,650,1190,5000,4900,1790
320,120,320,5000,4905,1790
2170,1260,2170,5000,4910,1790
20,0,20,5000,5820,1790
720,220,720,5000,3330,1785
1590,760,1590,5000,3335,1785
800,520,800,5000,4890,1785
1270,540,1270,5000,4895,1785
2250,290,2250,5000,3330,1780
1330,660,1330,5000,3335,1780
3000,1040,3010,5000,4890,1780
3660,1850,3660,5000,4895,1780
960,500,960,5000,4900,1775
NA,NA,NA,5000,4905,1775
NA,NA,NA,5000,5290,1775
1400,450,1400,5000,5295,1775
1770,390,1770,5000,5295,1770
570,60,570,5000,4880,1765
590,190,590,5000,4885,1765
700,80,700,5000,5295,1765
NA,NA,NA,5000,2635,1760
600,120,600,5000,4880,1760
760,200,760,5000,4885,1760
NA,NA,NA,5000,5640,1760
NA,NA,NA,5000,4220,1755
140,0,140,5000,5730,1755
90,0,90,5000,5735,1755
10,0,10,5000,5740,1755
NA,NA,NA,5000,4830,1750
1030,120,1030,5000,4835,1750
70,0,70,5000,5730,1750
30,0,30,5000,5735,1750
1380,640,1380,5000,3300,1745
1840,1390,1840,5000,3305,1745
410,60,420,5000,4830,1745
1370,420,1370,5000,4835,1745
810,280,810,5000,4845,1745
2480,870,2500,5000,4850,1745
1020,480,1030,5000,4855,1745
1390,490,1390,5000,3300,1740
1410,770,1410,5000,3305,1740
NA,NA,NA,5000,4595,1740
NA,NA,NA,5000,4600,1740
NA,NA,NA,5000,4765,1740
NA,NA,NA,5000,4830,1740
740,190,740,5000,4835,1740
530,90,540,5000,4840,1740
2330,660,2340,5000,4845,1740
630,120,640,5000,4850,1740
550,290,550,5000,3230,1735
1560,690,1560,5000,3235,1735
1120,380,1120,5000,3290,1735
1060,460,1060,5000,3295,1735
1870,610,1880,5000,4840,1735
190,120,200,5000,4845,1735
1020,350,1020,5000,4890,1735
760,390,760,5000,4895,1735
210,0,210,5000,5230,1735
240,0,240,5000,5235,1735
2110,960,2110,5000,3230,1730
2650,1300,2650,5000,3235,1730
790,320,790,5000,3290,1730
1750,240,1750,5000,3295,1730
810,330,810,5000,4840,1730
2270,830,2280,5000,4845,1730
340,190,350,5000,4890,1730
670,150,670,5000,4895,1730
650,280,650,5000,4840,1725
470,200,470,5000,4845,1725
1950,810,1960,5000,4850,1725
1560,420,1560,5000,4855,1725
1660,410,1660,5000,4840,1720
1720,620,1720,5000,4845,1720
1600,880,1600,5000,4850,1720
1720,260,1720,5000,4855,1720
1450,840,1450,5000,3190,1715
1380,790,1380,5000,3195,1715
1420,800,1420,5000,3210,1715
1690,990,1690,5000,3215,1715
290,130,290,5000,4840,1715
1700,660,1700,5000,4845,1715
1230,230,1230,5000,4850,1715
2220,1250,2220,5000,4855,1715
870,210,880,5000,4880,1715
420,200,420,5000,4885,1715
30,0,40,5000,5640,1715
1060,190,1060,5000,3190,1710
1040,180,1050,5000,3195,1710
2130,1210,2130,5000,3210,1710
1640,1020,1640,5000,3215,1710
490,260,490,5000,4840,1710
3180,1260,3180,5000,4845,1710
870,390,870,5000,4850,1710
2000,1170,2000,5000,3210,1705
